"Name","Url","DataSource","ExtractedDate","Firm_","Phone","Fax","Address","Contact","Position","Mobile_No_","PostalAddress","Email","Conditions","Maintenance_and_General_Works_Group","Traffic_Management_Services_contract_Groups","PrequalificationCategories","Letter","ABN_Found","ABNStatus","YearsInOperation","RegisteredDate","EntityType","RegisteredName","State"
"Mad Cat Constructions (Vic) Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/7545e685d01cb2a3ca2579d50000f404?OpenDocument","Fresh","2026-01-21 16:02:43","Mad Cat Constructions (Vic) Pty Ltd","(03) 5622 0155","(03) 5622 0967","9 Ramsay Court, Warragul, VIC 3820","Mr Trevor Reynolds","Director","0419 554 009","P O Box 823, Warragul, VIC 3820&nbsp","tkreyno@bigpond.com","","Maintenance: Maintenance Works-Minor (M1); General Works: General Works-Minor (G1)","","M1, WORKS-MINOR","M","63112970359","Active","20","2005-02-21","","MAD CAT CONSTRUCTIONS (VIC) PTY LTD","VIC"
"Madica Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/961001f1954b4357ca25825d0018b2fb?OpenDocument","Fresh","2026-01-21 16:03:03","Madica Pty Ltd","03 5342 0549","03 5342 0085","5110 Ballarat Road, CAMBRIAN HILL VIC 3352","Mr Jayson Frawley","Estimating & Contracts Manager","0427 393 063","""As Above"", &nbsp","jayson.frawley@madica.com.au","","","","F001, R1","M","98618766582","Active","8","2017-05-08","","MADICA PTY LTD","VIC"
"Maffra Trenching &amp; Boring Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/db629e4eeeb0d18dca257b24008076a7?OpenDocument","Fresh","2026-01-21 16:03:04","Maffra Trenching & Boring Pty Ltd","(03) 5174 4108","(03) 5175 0675","54-56 Eastern Road, Traralgon, VIC 3844","Ms Julie Mack","General Manager","0400 959 612","P O Box 2152, Traralgon, VIC 3844&nbsp","bore1@mtb.com.au","","","","","M","87099373467","Active","24","2002-01-01","","MAFFRA TRENCHING & BORING PTY. LTD.","VIC"
"Maine Civil Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/d385eed6e280cea3ca25852e0018d2ca?OpenDocument","Fresh","2026-01-21 16:03:05","Maine Civil Pty Ltd","","","22 McGoldrick Court, EAST BENDIGO VIC 3550","Mr David Ficken","Project Manager","0400 972 232","PO Box 637, GOLDEN SQUARE VIC 3555&nbsp","david@mainecivil.com.au","","","","F005, R1","M","68603662728","Active","11","2015-01-14","","MAINE CIVIL PTY LTD","VIC"
"Mainland Civil Vic Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/ac73f606a70e868aca25873e001d2ce7?OpenDocument","Fresh","2026-01-21 16:03:05","Mainland Civil Vic Pty Ltd","02 8566 1111","02 8566 1100","41 Cobden Street, NORTH MELBOURNE VIC 305","Mr Mitch Cole","HSEQ Systems Manager","0401 160 994","PO Box 1734, MELBOURNE VIC 3001&nbsp","mitch_cole@malianndcivli.com.au","","","","B1, F025, R3","M","84085016922","Active","25","2000-04-27","","MAINLAND CIVIL VIC PTY LIMITED","NSW"
"Mainliner Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/c9272ee5abda9078ca25848e0013c1c3?OpenDocument","Fresh","2026-01-21 16:03:06","Mainliner Pty Ltd","03 9308 2732","","11 High-Tech Place, ROWVILLE VIC 3178","Mr Chris Shearer","Director","0499 779 150","""As Above"", &nbsp","chris@mainlinerservices.com.au","Conditional upon:1. Not undertaking any work on Declared Freeways in Victoria and 2. Not tendering on contracts valued above $500k","General Works: Linemarking (G2-LM)","","LM","M","69164707911","Active","12","2013-07-08","","MAINLINER PTY LTD","VIC"
"Maker Consulting Services Pty Limited","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/e713758ace4cefc5ca258cf2002d87eb?OpenDocument","Fresh","2026-01-21 16:03:06","Maker Consulting Services Pty Limited","02 488 4401","","Suite 2, 2-6 Rutland Street, NEWTON VIC 3220","Mr James Agustin","Director","0488 554 157","PO Box 504, WOLLONGONG NSW 2500&nbsp","james.augustin@makercs.com.au","All safety barrier designs undertaken at Rural Road (RR) level to be verified by an independent prequalified (RR) company with the provision of an accompanying verification report. The verification report is to contain all identified review items in tabulated format as an Appendix","","","CH, H-COMPLEX, H-SIMPLE, ROAD, RR, SH","M","50628452719","Active","7","2018-08-28","","MAKER CONSULTING SERVICES PTY LIMITED","NSW"
"Makesafe Traffic Management **","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/053b38ed0fac20baca25824f0079ec41?OpenDocument","Fresh","2026-01-21 16:03:07","MTM Management Pty Ltd","1300 367 872","","10 Royan Place , BAYSWATER VIC 3153","Mr Scott Delzoppo","General Manager - Operations","0437 988 992","""As Above"", &nbsp","admin@makesafetraffic.com.au","","","","","M","97623845634","Inactive","1","2024-09-24","","MTM MANAGEMENT PTY LTD","VIC"
"Manningham Project Management**","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/e91bf03acdde2898ca256dc60004bd14?OpenDocument","Fresh","2026-01-21 16:03:08","Manningham City Council","(03) 9846 0507","(03) 9846 0583","Cnr Blackburn & Warrandyte Roads, DONCASTER EAST VIC 3109","","Manager Project Management","0412 670 047","PO BOX 1, DONCASTER VIC 3108&nbsp","manningham@manningham.vic.gov.au","","","","ROAD, RR, TAR, TSD, TTF, UR","M","61498471081","Active","26","1999-11-01","","Manningham City Council","VIC"
"Marine &amp; Civil Maintenance Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/2273c711716caf2aca2570990006615b?OpenDocument","Fresh","2026-01-21 16:03:08","Marine & Civil Maintenance Pty Ltd","(02) 9809 0374","(02) 9809 1364",", Unit 9/41-43 Higginbotham Road, GLADESVILLE NSW 2111","Mr Vishal Sheth","Executive Manager ? Contacts","0437 307 844","PO BOX 252, GLADESVILLE NSW 1675&nbsp","vishals@marineandcivil.com.au","","Maintenance: Maintenance Bridges (M2-BW)","","B1, BW, F025, M2-BW","M","15097350957","Active","24","2001-07-02","","MARINE & CIVIL MAINTENANCE PTY LTD","NSW"
"Marshall Day Acoustics Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/540c6530a2b14211ca256d0a000755b7?OpenDocument","Fresh","2026-01-21 16:03:09","Marshall Day Acoustics Pty Ltd","(03) 9416 1855","(03) 9416 1231","6 Gipps Street, COLLINGWOOD VIC 3066","Ms Gillian Lee","Associate","0468 584 772","""As Above""&nbsp","glee@marshallday.com","","","","E-NMD, NMD","M","53470077191","Active","25","2000-03-01","","","VIC"
"Marsupial Landscape Management Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/e61e5d1cf4fe6304ca25836100054db2?OpenDocument","Fresh","2026-01-21 16:03:09","Marsupial Landscape Management Pty Ltd","02 9555 4799","02 9810 0799","Unit 1 A/ 7-9 Orion Road, LANE COVE WEST NSW 2066","Mr Nathan Dutschke","Business Development Manager","0466 876 058","""As Above"", &nbsp","nathand@marsupial.com.au","","Maintenance: Maintenance Roadsides (M2-RW); General Works: General Works-Minor (G1), Grass Cutting (G2-GC)","","GC, M2-RW, RW, WORKS-MINOR","M","69003585108","Active","25","2000-05-10","","MARSUPIAL LANDSCAPE MANAGEMENT PTY LIMITED","NSW"
"Martinus Rail Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/09e85f8351fdd512ca2587ce001e019e?OpenDocument","Fresh","2026-01-21 16:03:10","Martinus Rail Pty Ltd","02 9526 5009","","3B 33-35 Belmont Street, SUTHERLAND NSW 2232","Mr Jamie Holt","Head of Quality","0407 286 584","""As Above"", &nbsp","Jamie.holt@martinus.com.au","","","","B3, F150+, R2","M","90117147645","Active","20","2005-11-15","","Martinus Rail Pty Ltd","NSW"
"Matrix Traffic and Transport Data Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/734490572cef8399ca257f56001c528b?OpenDocument","Fresh","2026-01-21 16:03:11","Matrix Traffic and Transport Data Pty Ltd","1300 782 623","1300 782 624","Unit 7, 35 Ethel Street, YECRONGPILLY QLD 4075","Mr Martin Prowse","Managing Director","0437 773 843","P O Box 112, CORINDA QLD 4075&nbsp","martin@matrix888.com","","","Traffic Data Collection: CCC - Classification Counts, COS - Observational Surveys, CSS - Speed Surveys, CTM - Turning Movements, CTT - Travel Time Counts","CCC, COS, CSS, CTM, CTT, DBS, DSD, TIME","M","56112563201","Active","21","2005-01-19","","MATRIX TRAFFIC AND TRANSPORT DATA PTY LTD","QLD"
"Maw Civil Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/214598d349e758bdca256d6a00284943?OpenDocument","Fresh","2026-01-21 16:03:11","Maw Civil Pty Ltd","(03) 5981 0322","(03) 5981 4319","7 -9 Brasser Avenue, DROMANA VIC 3936","Mr Kevin Ralls","Construction Manager","0419 362 175","P O Box 489, DROMANA VIC 3936&nbsp","mawcivil@mawcivil.com.au","","","","F020, R2","M","56112216574","Active","20","2005-03-01","","Maw Civil Pty Ltd","VIC"
"Mawson Constructions Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/278fcfaae9edf6c7ca257db5007b717f?OpenDocument","Fresh","2026-01-21 16:03:12","Mawson Constructions Pty Ltd","(03) 5831 1144","","7940 Goulburn Valley Highway , KIALLA VIC 3631","Mr Alan Tonks","General Manager","0429 144 094","PO Box 885, SHEPPARTON VIC 36302&nbsp","alan@mawsonconstruction.com.au","","","","F025, R2","M","70150124637","Active","14","2011-03-29","","MAWSON CONSTRUCTIONS PTY LTD","VIC"
"Maxim Infrastructure Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/0c6499966512f31cca2588c2001af5f0?OpenDocument","Fresh","2026-01-21 16:03:32","Maxim Infrastructure Pty Ltd","","","9-11 Abbott Street , ALPINGTON VIC 3078","Mr Steve Driver","Director","0481 769 688","""As Above"", &nbsp","sdrivert@maximgroup.com.au","","","Traffic Control Systems Supply & Maintenance; a: SCTV- Closed Circuit Television, SCTV - Communications, SSLC - Street Lighting & Conduit Installation, STCE 1 - Traffic Control Equipment 1","SCTV, SSLC, STCE","M","52600910638","Active","11","2014-07-25","","MAXIM INFRASTRUCTURE PTY LTD","VIC"
"May Asphalt Group Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/8b89a8d606931ec7ca2582b80000e5e6?OpenDocument","Fresh","2026-01-21 16:03:33","May Asphalt Group Pty Ltd","1300 639 277","(03) 8761 6934","49 Gatwick Road, BAYSWATER NORTH VIC 3153","Mr Victor May","Director","+61 419 135 141","""As Above"", &nbsp","admin@mayasphalt.com.au","","Maintenance: Maintenance Pavements (M2-PW), Maintenance Works-Minor (M1); General Works: General Works-Minor (G1), Road Surfacing Asphalt (G2-RSA)","","M1, M2-PW, PW, ROAD, RSA, WORKS-MINOR","M","72450624025","Active","17","2008-07-01","","","VIC"
"Mayo Engineering Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/e5d052e9b055df45ca2575e400004090?OpenDocument","Fresh","2026-01-21 16:03:33","Mayo Engineering Pty Ltd","(03) 9822 4573","(03) 9822 0273","First Floor, 1019 High Street, ARMADALE VIC 3143","Mr Andrew Lillas","Managing Director","0410 454 573","PO Box 8215, ARMADALE VIC 3143&nbsp","a.lillas@amlbtv.com","","","","SS, STRUCTURES-SIMPLE","M","83346637133","Inactive","6","2019-06-30","","MAYO ENGINEERING PTY LTD & MGJ CONSULTANTS PTY LTD","VIC"
"MB Excavations Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/e1fbc296922116eeca2570dc0004796d?OpenDocument","Fresh","2026-01-21 16:03:34","MB Excavations Pty Ltd","0418599896","(03) 5781 0423","11 Hunts Road, KILMORE VIC 3764","Mr Mick Brown","Managing Director","0419 302 430","PO BOX 161, KILMORE VIC 3764&nbsp","mbexcavations@bigpond.com","","Maintenance: Maintenance Works-Minor (M1); General Works: General Works-Minor (G1)","","M1, WORKS-MINOR","M","16006671370","Active","25","2000-03-31","","MB EXCAVATIONS PTY. LTD.","VIC"
"MC Labour Services Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/31bc45a6963adedaca25791300194562?OpenDocument","Fresh","2026-01-21 16:03:34","MC Labour Services Pty Ltd","(03) 9661 0500","(03) 9661 0510","2 Scholar Drive, BUNDOORA VIC 3083","Mr Kingsley Berry","Group Manager, WHSE","","PO Box 1061 , CARLTON VIC 3053&nbsp","mctraffic@mclabour.com.au","","","","","M","14078417133","Active","25","2000-04-01","","MC LABOUR SERVICES PTY. LTD.","VIC"
"McConnell Dowell Constructors (Aust) Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/62d6e3841fb0341fca256d0b0016f791?OpenDocument","Fresh","2026-01-21 16:03:35","McConnell Dowell Constructors (Aust) Pty Ltd","03 9816 2400","","Level 10, 480 Swan Street, RICHMOND VIC 3121","Mr Mario Russo","Managing Director","0429 998 750","PO Box 5049, BURNLEY VIC 3121&nbsp","mario.russo@mcdgroup.com","","","","B4, F150+, R5","M","71002929017","Active","26","2000-01-17","","MCCONNELL DOWELL CONSTRUCTORS (AUST) PTY LTD","VIC"
"McElligotts (VIC) Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/9ffb948219d9391dca25898800020622?OpenDocument","Fresh","2026-01-21 16:03:36","McElligotts (VIC) Pty Ltd","03 9369 6711","","2-6 Hume Road, LAVERTON NORTH VIC 3026","Mr Daniel McElligott","Project Manager/ Estimator","0429 821 117","""As Above"", &nbsp","d.mcelligott@mcelligotts.com.au","","Maintenance: Maintenance Bridges (M2-BW)","","BW, M2-BW","M","23651246365","Active","4","2021-07-01","","MCELLIGOTTS (VIC) PTY LTD","VIC"
"McFees Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/f40cf4ca54f9920cca257ffc00070e54?OpenDocument","Fresh","2026-01-21 16:03:36","McFees Pty Ltd","(03) 5956 9005","","4 Hastings Street, RHYLL VIC 3923","Mr David McFee","Director","0408 586 823","PO BOX 8088, RHYLL VIC 3923&nbsp","d.mcfee@internode.on.net","","","","","M","78604990374","Active","10","2015-04-01","","MCFEES PTY LTD","VIC"
"MCG Consult Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/9a312262ab95c0a7ca258957001fb6cb?OpenDocument","Fresh","2026-01-21 16:03:37","MCG Consult Pty Ltd","03 8000 4080","","Level 8, 263 William Street, MELBOURNE VIC 3000","Mr Neale McCracken","Associate Director","0477 294 894","""As Above"", &nbsp","neale@mcgconsult.com.au","","","","TOS, TSD, TTF","M","77653271160","Active","4","2021-08-31","","MCG CONSULT PTY LTD","VIC"
"McIlwain Civil Engineering Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/c3f82b0fa5a08652ca257d310022c6fd?OpenDocument","Fresh","2026-01-21 16:03:38","McIlwain Civil Engineering Pty Ltd","(07) 3348 8199","","1283 Lytton Road, HEMMANT QLD 4174","Mr Paul Robson","Pre-Contracts Manager","0416 977 789","P O Box 47, MORNINGSIDE QLD 4170&nbsp","paul.robson@mcilwaincivil.com","","","","B4, F075, R5","M","90053214707","Active","25","2000-03-18","","MCILWAIN CIVIL ENGINEERING PTY. LTD.","QLD"
"McInnes Earthmoving Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/8c77210b05ceea9cca2575e4000d6371?OpenDocument","Fresh","2026-01-21 16:03:38","McInnes Earthmoving Pty Ltd","(03) 5148 2518","(03) 5148 2548","169 Golf Course Road , HEYFIELD VIC 3858","Mr Andrew McInnes","General Manager","0429 482 518","PO Box 64, HEYFIELD VIC 3858&nbsp","office@mcinnesearthmoving.com.au","","Maintenance: Maintenance Bridges (M2-BW), Maintenance Pavements (M2-PW), Maintenance Roadsides (M2-RW); General Works: Guardfence (G2-GF)","","B2, BW, F005, GF, M2-BW, M2-PW, M2-RW, PW, R2, RW","M","73134195207","Active","10","2015-04-01","","MCINNES EARTHMOVING PTY LTD","VIC"
"McIntosh Fencing Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/d953d3b27afaec47ca256d6d001ca17e?OpenDocument","Fresh","2026-01-21 16:03:39","McIntosh Fencing Pty Ltd","(02) 6964 4620","(02) 6962 5053","888 Watkins Avenue, GRIFFITH NSW","Mrs Cheryl McIntosh","Director","0409 118 072","PO BOX 1787, GRIFFITH NSW 2680&nbsp","admin@mcintoshfencing.com.au","","General Works: Guardfence (G2-GF)","","GF","M","34067278540","Active","26","1999-11-01","","MCINTOSH FENCING PTY LTD","NSW"
"McKinnon Quarries &amp; Civil Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/4f18cf8151d85d26ca257a77001655af?OpenDocument","Fresh","2026-01-21 16:03:39","McKinnon Quarries & Civil Pty Ltd","(03) 5562 3985","(03) 5562 3749","6 Chatham Crt, Warrnambool VIC 3280","Ms Karolyn McKinnon","Business Manager","0408 529 768","P O Box 1327, Warrnambool VIC 3280&nbsp","karolyn@mckinnoncivil.com.au","","","","B1, F005, R2","M","55110974046","Active","21","2004-10-01","","McKinnon Quarries and Civil Pty Ltd","VIC"
"McLeod Rail Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/bc4c4e91a8a8ee8bca257ef3007eb65b?OpenDocument","Fresh","2026-01-21 16:03:40","McLeod Rail Pty Ltd","(03) 9687 3955","(03) 9687 3944","702 Footscray Road, WEST MELBOURNE VIC 3003","Mr Steven Cook","HSEQ Manager","0400 914 414","""As Above"", &nbsp","admin@mcleodrail.com.au","","","","","M","47117452838","Active","20","2005-12-06","","MCLEOD RAIL PTY LTD","VIC"
"McMahon Services Australia Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/fa8fd53bf6070ca7ca2581f0001ab628?OpenDocument","Fresh","2026-01-21 16:03:41","McMahon Services Australia Pty Ltd","(08) 8203 3120","(08) 8260 5210","26 Duncan Road, DRY CREEK SA 5094","Ms Sarah Townsend","Manager - Tender Proposals","0407 459 220","P O Box 542, ENFIELD PLAZA SA 5085&nbsp","adelaide@mcmservices.com.au","","","","B1, F100, R3","M","75097072565","Active","24","2001-07-01","","MCMAHON SERVICES AUSTRALIA PTY LTD","SA"
"McNaughton Excavations Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/2b204bbd60820152ca25761c002a85f9?OpenDocument","Fresh","2026-01-21 16:03:41","McNaughton Excavations Pty Ltd","0428 935 472","","20 Rossmoyne Road, COLAC WEST VIC 3250","Mr Peter McNaughton","Director","0418 500 344","PO Box 559, COLAC VIC 3250&nbsp","info@mcnaughtonexcavations.com","","Maintenance: Maintenance Works-Minor (M1); General Works: General Works-Minor (G1)","","F001, M1, R1, WORKS-MINOR","M","16137674312","Active","16","2009-06-16","","McNaughton Excavations Pty Ltd","VIC"
"MCS Traffic**","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/3f06319e6ca35d9dca257c0f0021a2e7?OpenDocument","Fresh","2026-01-21 16:03:42","Direct Group Services Pty Ltd","03 8592 8130","","39/195 Wellington Rd, CLAYTON VIC 3168","Lawrence Buckley ? Manager Buckley","Manager","0408 002 920","""As Above"", &nbsp","customerservice@mcstraffic.com.au","","","","","M","86165405818","Active","12","2013-08-20","","DIRECT GROUP SERVICES PTY LTD","VIC"
"MD Special Events Traffic Management**","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/60905434161c9279ca257e58001ee8f6?OpenDocument","Fresh","2026-01-21 16:04:02","M.D. Road & Rail Traffic Management Pty Ltd","(03) 9466 0200","(03) 9471 0102","Unit 2/91 Rosanna Road, HEIDELBERG VIC 3084","Mr Vasko Patkov","Director","0411 795 166","""As Above""&nbsp","Vas@mdroadandrail.com.au","","","","","M","53167919575","Active","11","2014-02-06","","M.D. ROAD AND RAIL TRAFFIC MANAGEMENT PTY LTD","VIC"
"Meinhardt Infrastructure &amp; Environment Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/d1ce8977987e7c3cca2574e30015d801?OpenDocument","Fresh","2026-01-21 16:04:03","Meinhardt Infrastructure & Environment Pty Ltd","(03) 8676 1290","","Level 4, 501 Swanston Street, MELBOURNE VIC 3000","Mr Ehab Saad","Director ? Civil","0407 813 954","""As Above"", &nbsp","ehab.saad@meinhardtgroup.com","","","","AFF, AND, CS, E-AFF, E-TFL, FD, GAIN, H-SIMPLE, NET, ROAD, RR, SH, SS, STRUCTURES-COMPLEX, STRUCTURES-SIMPLE, TFL, UR, WSRD","M","52100868979","Active","23","2002-07-01","","MEINHARDT INFRASTRUCTURE AND ENVIRONMENT PTY. LTD.","VIC"
"Melbourne Pipelines (Vic) Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/7b9ff57e81a2a42bca257d330017ff70?OpenDocument","Fresh","2026-01-21 16:04:03","Melbourne Pipelines (Vic) Pty Ltd","(03) 9481 7985","(03) 9481 0950","1/41 Spensley Street, Clifton Hill, VIC 3068","Mr Shem Mcdonald","Project Manager","0407 123 091","P O Box 5003, Heidelberg West, VIC 3081&nbsp","admin@melpipe.net.au","","","","","M","28168940878","Active","11","2014-04-04","","MELBOURNE PIPELINES (VIC) PTY LTD","VIC"
